MariaDB [metadata]> select * from sbp_account_behavior where username = 'admin' and description like "%登录%" and operation_time > '2025-04-30';
+--------+---------+----------+-----------------+------------+--------------------+-------------+-----------------+----------------------------+------+--------------+---------------------+------------+-------------------------------------------------------------------------------------------------------------------------------+
| id     | user_id | username | user_cname      | project_id | behavior_define_id | resource_id | resource_name   | description                | duty | organization | operation_time      | ip         | user_agent                                                                                                                    |
+--------+---------+----------+-----------------+------------+--------------------+-------------+-----------------+----------------------------+------+--------------+---------------------+------------+-------------------------------------------------------------------------------------------------------------------------------+
| 194928 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-04-30 23:16:26 | 1918269642 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0 |
| 194929 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-04-30 23:16:28 | 1918269642 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0 |
| 195193 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-05 18:56:02 | 1967565964 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 195194 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-05 18:56:06 | 1967565964 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 195203 |     106 | admin    | 平台管理员      |          8 |                  1 | admin       | 平台管理员      | {"content":"登录系统"}     | NULL | NULL         | 2025-05-05 19:47:43 | 1967565964 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 195204 |     106 | admin    | 平台管理员      |          8 |                  1 | admin       | 平台管理员      | {"content":"登录系统"}     | NULL | NULL         | 2025-05-05 19:47:45 | 1967565964 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 196481 |     106 | admin    | 平台管理员      |         29 |                  1 | admin       | 平台管理员      | {"content":"登录系统"}     | NULL | NULL         | 2025-05-07 13:14:32 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 196482 |     106 | admin    | 平台管理员      |         29 |                  1 | admin       | 平台管理员      | {"content":"登录系统"}     | NULL | NULL         | 2025-05-07 13:14:34 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 196484 |     106 | admin    | 平台管理员      |         29 |                  1 | admin       | 平台管理员      | {"content":"登录系统"}     | NULL | NULL         | 2025-05-07 13:14:43 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 197935 |     106 | admin    | 平��管理员      |          8 |                  1 | admin       | 平台管理员      | {"content":"登录系统"}     | NULL | NULL         | 2025-05-08 16:52:46 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 197936 |     106 | admin    | 平台管理员      |          8 |                  1 | admin       | 平台管理员      | {"content":"登录系统"}     | NULL | NULL         | 2025-05-08 16:52:48 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 197939 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-08 16:52:57 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 197940 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-08 16:52:58 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 198470 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-09 15:04:12 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 198472 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-09 15:04:15 | 3524695442 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 198720 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-12 12:46:28 | 2364545139 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 198721 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-12 12:46:30 | 2364545139 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 199500 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-14 14:27:18 | 2364545521 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 199501 |       8 | admin    | admin           |          8 |                  1 | admin       | admin           | {"content":"登录系统"}     | NULL | NULL         | 2025-05-14 14:27:20 | 2364545521 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
| 200113 |     106 | admin    | 平台管理员      |          8 |                  1 | admin       | 平台管理员      | {"content":"登录系统"}     | NULL | NULL         | 2025-05-15 19:13:54 | 2364544759 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0 |
